business_id,district,sector,investment_lakhs,employee_count,power_requirement_kw,land_area_sqm,water_usage_kld,uses_hazardous_material,uses_boiler,is_service_sector,trade_license,gst_registration,factory_license,labour_registration,fire_noc,pollution_noc,environmental_clearance,fssai_license,boiler_license,explosives_license,electricity_noc,building_plan_approval
PB04820,Fatehgarh Sahib,Food Processing,347.15,19,18.4,2303.1,0.5,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1
PB04821,Patiala,Beverages,425.54,15,61.3,478.8,22.2,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB04822,Hoshiarpur,Chemical,224.73,74,25.3,809.5,20.8,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04823,Jalandhar,Leather Products,539.9,19,103.3,1317.4,31.7,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04824,Jalandhar,Paper & Pulp,264.44,19,27.9,50.0,17.2,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0
PB04825,Mohali (SAS Nagar),Furniture/Wood,487.96,63,60.3,1911.9,6.1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04826,Bathinda,IT/Software Services,215.05,82,12.6,672.8,8.0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
PB04827,Ludhiana,Electronics,755.13,25,117.9,2686.6,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
PB04828,Fatehgarh Sahib,Beverages,322.19,19,65.7,1222.7,11.7,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB04829,Bathinda,Rice Milling,186.13,17,2.0,582.6,25.1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1
PB04830,Moga,Steel Rolling,750.46,9,132.8,1793.6,0.5,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB04831,Moga,Plastic Products,480.07,17,48.3,1433.2,10.8,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04832,Jalandhar,Paper & Pulp,943.75,18,145.6,3543.4,22.2,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1
PB04833,Mohali (SAS Nagar),Steel Rolling,1338.05,8,212.5,3907.0,0.5,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB04834,Jalandhar,Electronics,243.75,6,47.3,775.2,9.2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB04835,Ludhiana,Paper & Pulp,108.34,5,2.0,850.4,16.9,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1
PB04836,Bathinda,IT/Software Services,1001.18,8,157.4,3034.8,0.5,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
PB04837,Amritsar,Chemical,521.2,25,65.7,515.3,6.5,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1
PB04838,Mohali (SAS Nagar),Beverages,5131.2,7,747.4,15631.9,13.9,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
PB04839,Patiala,Electronics,1272.46,10,210.2,2956.2,14.2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04840,Ludhiana,Leather Products,1078.06,25,131.7,4616.0,20.0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04841,Sangrur,Leather Products,466.02,35,65.8,1583.0,19.4,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04842,Patiala,Auto Components,112.77,6,22.8,251.3,0.6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
PB04843,Fatehgarh Sahib,Beverages,266.22,8,26.4,185.8,23.9,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1
PB04844,Mohali,Leather Products,724.23,15,100.8,2260.3,24.6,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04845,Fatehgarh Sahib,Food Processing,460.85,16,78.3,1698.3,16.1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
PB04846,Jalandhar,Food Processing,1529.32,8,186.8,4612.8,14.6,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1
PB04847,Fatehgarh Sahib,Food Processing,349.39,8,69.9,918.7,1.4,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1
PB04848,Amritsar,Furniture/Wood,585.55,3,98.3,1488.9,18.1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
PB04849,Amritsar,Textile Dyeing,219.92,41,23.2,403.3,20.4,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1
PB04850,Bathinda,Paper & Pulp,295.03,10,46.7,714.2,8.5,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
PB04851,Amritsar,IT/Software Services,414.05,16,49.0,1026.4,7.7,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
PB04852,Hoshiarpur,IT/Software Services,297.79,12,75.6,855.2,15.4,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
PB04853,Hoshiarpur,Electronics,148.75,4,34.3,93.7,10.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
PB04854,Jalandhar,Plastic Products,982.48,45,138.4,2440.9,0.5,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04855,Fatehgarh Sahib,Engineering/Metal Fabrication,1010.31,10,178.8,2378.4,18.8,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB04856,Ludhiana,Beverages,949.61,11,160.1,2688.0,12.0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB04857,Jalandhar,Pharmaceutical,2068.61,20,330.2,6576.4,35.4,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB04858,Patiala,Agro-based,342.08,5,42.7,498.9,7.4,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB04859,Patiala,Beverages,601.31,14,80.9,2326.1,20.3,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB04860,Mohali (SAS Nagar),Chemical,246.85,47,18.3,725.6,23.8,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1
PB04861,Mohali (SAS Nagar),Paper & Pulp,113.8,4,2.0,362.3,27.2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1
PB04862,Ludhiana,Rice Milling,2281.24,20,328.6,7395.7,18.5,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1
PB04863,Fatehgarh Sahib,Auto Components,1446.07,11,190.4,4342.7,5.9,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1
PB04864,Bathinda,Textile,162.37,22,32.4,1257.7,3.3,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04865,Amritsar,Auto Components,2967.55,22,468.2,7851.5,18.4,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1
PB04866,Bathinda,IT/Software Services,209.04,9,24.4,1006.3,0.5,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
PB04867,Bathinda,Agro-based,337.86,17,36.3,711.0,12.9,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04868,Fatehgarh Sahib,Chemical,307.42,16,69.5,50.0,20.3,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
PB04869,Rupnagar,Auto Components,141.12,43,4.2,892.8,0.5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
PB04870,Sangrur,Auto Components,854.74,13,104.3,2480.8,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04871,Fatehgarh Sahib,Furniture/Wood,787.18,7,118.6,1900.9,9.8,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
PB04872,Mohali,Plastic Products,425.02,24,90.0,631.6,0.5,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1
PB04873,Sangrur,IT/Software Services,1125.85,9,166.9,4167.4,0.5,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
PB04874,Patiala,Steel Rolling,360.96,22,52.3,1376.8,6.6,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04875,Patiala,Chemical,924.59,11,151.2,2924.1,30.1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB04876,Mohali,Chemical,660.94,12,59.0,1532.8,28.5,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
PB04877,Ludhiana,Chemical,281.14,17,34.8,50.0,10.0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
PB04878,Hoshiarpur,Food Processing,871.33,36,158.3,2204.2,12.6,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
PB04879,Hoshiarpur,Auto Components,295.68,17,63.4,50.0,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
PB04880,Bathinda,Pharmaceutical,226.81,13,31.2,223.9,18.9,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04881,Sangrur,Leather Products,1407.96,34,227.0,3082.7,14.8,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04882,Mohali (SAS Nagar),Chemical,84.0,3,2.0,50.0,22.3,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
PB04883,Amritsar,Plastic Products,274.35,31,2.0,1042.9,11.2,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
PB04884,Sangrur,Textile Dyeing,22.77,6,10.9,50.0,29.6,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0
PB04885,Mohali,Agro-based,425.37,15,77.7,1999.9,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04886,Fatehgarh Sahib,Paper & Pulp,3207.35,30,470.9,9589.2,14.2,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
PB04887,Rupnagar,Beverages,643.25,7,97.3,2431.9,29.4,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1
PB04888,Amritsar,Chemical,503.08,49,78.2,1451.2,8.8,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB04889,Moga,Electronics,338.26,117,56.4,50.0,22.8,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0
PB04890,Sangrur,Rice Milling,113.38,4,64.7,50.0,19.4,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0
PB04891,Jalandhar,Cement,2933.09,18,441.2,9159.1,6.8,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB04892,Rupnagar,IT/Software Services,115.52,34,2.0,466.1,22.1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
PB04893,Mohali,Auto Components,236.11,16,18.3,814.2,3.9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB04894,Patiala,Beverages,980.32,14,112.9,2344.7,13.2,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB04895,Amritsar,Pharmaceutical,236.6,119,70.2,1106.7,33.6,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04896,Rupnagar,Agro-based,424.28,8,74.4,2332.9,20.0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
PB04897,Bathinda,Paper & Pulp,799.6,14,118.4,3039.5,20.9,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
PB04898,Ludhiana,Steel Rolling,5518.66,69,815.7,16894.3,0.5,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB04899,Sangrur,Electronics,325.08,43,71.0,1214.3,11.7,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04900,Ludhiana,Agro-based,685.11,15,89.1,2028.0,13.6,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04901,Ludhiana,Auto Components,677.54,12,90.1,2303.9,8.1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04902,Moga,Auto Components,262.54,17,54.1,1043.9,4.9,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04903,Patiala,Leather Products,246.65,21,39.9,2508.0,17.5,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04904,Mohali,Pharmaceutical,170.11,1,18.2,260.4,24.8,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1
PB04905,Sangrur,Cement,1629.44,7,259.4,3646.8,0.5,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB04906,Sangrur,Food Processing,615.17,7,100.4,2200.1,14.3,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1
PB04907,Fatehgarh Sahib,Paper & Pulp,519.88,33,70.2,2190.5,22.5,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0
PB04908,Jalandhar,Steel Rolling,650.22,30,96.6,1641.4,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04909,Jalandhar,Textile,1096.5,54,199.7,3253.1,0.5,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04910,Fatehgarh Sahib,Steel Rolling,611.31,17,76.0,1804.7,20.2,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB04911,Hoshiarpur,Pharmaceutical,505.96,13,103.7,1733.1,35.8,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB04912,Bathinda,Textile,2306.65,11,354.2,7418.2,0.5,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB04913,Mohali (SAS Nagar),Plastic Products,148.84,22,25.7,50.0,0.5,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
PB04914,Hoshiarpur,Textile,453.31,11,46.7,3318.0,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04915,Mohali,Textile Dyeing,481.47,18,83.2,1361.2,15.7,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB04916,Patiala,Food Processing,1213.59,36,161.7,3505.1,3.1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
PB04917,Ludhiana,Cement,431.0,19,86.4,1335.4,4.3,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1
PB04918,Mohali,Beverages,2388.26,21,365.0,7413.5,14.9,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
PB04919,Fatehgarh Sahib,Rice Milling,305.43,11,78.1,454.0,19.2,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB04920,Mohali,Steel Rolling,170.55,4,2.0,578.8,14.9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
PB04921,Moga,Textile,308.78,2,48.5,1222.5,6.1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0
PB04922,Patiala,Food Processing,1059.23,17,173.6,2902.0,0.5,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
PB04923,Sangrur,Electronics,108.73,74,19.7,316.2,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB04924,Moga,Electronics,314.83,80,56.6,923.8,12.4,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04925,Jalandhar,Pharmaceutical,173.64,11,17.3,205.5,13.9,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1
PB04926,Hoshiarpur,Electronics,144.76,6,71.7,225.4,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
PB04927,Amritsar,Food Processing,201.57,4,26.1,1295.7,0.5,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1
PB04928,Moga,Auto Components,629.45,21,105.8,1398.5,13.8,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04929,Jalandhar,Agro-based,608.69,42,83.3,2384.8,2.9,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04930,Patiala,Rice Milling,418.23,3,78.7,1407.4,12.7,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1
PB04931,Fatehgarh Sahib,Textile,413.14,28,87.7,1184.1,1.9,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB04932,Rupnagar,Beverages,207.11,5,19.0,974.7,19.0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1
PB04933,Sangrur,Furniture/Wood,2132.13,41,294.4,5480.5,0.5,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB04934,Amritsar,Furniture/Wood,4539.4,5,687.9,13889.3,12.1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB04935,Mohali,Cement,896.28,37,134.1,3093.5,5.1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB04936,Mohali (SAS Nagar),Pharmaceutical,223.97,6,53.3,690.3,17.1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1
PB04937,Bathinda,Steel Rolling,374.27,64,77.8,1200.0,10.4,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04938,Bathinda,Textile,1466.19,39,217.6,4090.0,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04939,Rupnagar,Auto Components,1092.98,5,166.0,3809.8,0.5,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB04940,Amritsar,Auto Components,1545.43,14,237.2,3735.6,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04941,Ludhiana,Engineering/Metal Fabrication,115.0,19,2.0,50.0,10.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
PB04942,Bathinda,Cement,2996.98,5,435.6,9140.2,13.0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB04943,Ludhiana,Chemical,95.76,5,2.0,926.3,29.1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1
PB04944,Sangrur,Furniture/Wood,64.67,54,23.8,50.0,6.7,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PB04945,Mohali (SAS Nagar),Pharmaceutical,723.8,212,83.5,2090.9,16.1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
PB04946,Rupnagar,Plastic Products,277.62,19,58.8,1061.4,11.0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04947,Moga,Agro-based,151.51,6,13.9,996.8,8.5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
PB04948,Moga,IT/Software Services,292.64,15,36.3,1056.4,16.2,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
PB04949,Fatehgarh Sahib,Pharmaceutical,57.69,18,11.0,50.0,21.0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0
PB04950,Mohali,Agro-based,127.83,13,17.0,330.9,10.4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
PB04951,Sangrur,Beverages,1396.2,14,235.6,3503.8,10.1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1
PB04952,Mohali (SAS Nagar),Chemical,1223.58,12,197.9,3383.6,13.0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
PB04953,Sangrur,Food Processing,92.21,17,30.3,50.0,11.4,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0
PB04954,Sangrur,Textile,5441.71,29,801.3,16569.1,0.5,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB04955,Mohali,Auto Components,717.06,8,137.6,1530.6,4.9,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB04956,Patiala,Steel Rolling,561.55,5,43.4,1619.2,13.1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
PB04957,Fatehgarh Sahib,Pharmaceutical,334.2,7,36.4,1104.8,15.4,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1
PB04958,Fatehgarh Sahib,Agro-based,1059.96,29,184.2,3342.3,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04959,Mohali (SAS Nagar),Leather Products,92.98,4,49.6,245.3,21.8,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
PB04960,Ludhiana,Pharmaceutical,214.83,5,28.3,989.9,4.4,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1
PB04961,Sangrur,Beverages,463.12,31,67.7,1617.1,15.2,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB04962,Rupnagar,Cement,190.87,37,17.2,641.6,1.8,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB04963,Sangrur,Cement,51.13,25,39.3,50.0,0.5,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
PB04964,Hoshiarpur,Plastic Products,561.28,16,83.0,1173.7,11.4,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04965,Ludhiana,Paper & Pulp,51.14,12,16.1,257.3,17.2,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1
PB04966,Fatehgarh Sahib,IT/Software Services,230.7,8,16.4,617.8,2.9,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
PB04967,Patiala,Plastic Products,103.97,33,64.1,50.0,0.5,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
PB04968,Mohali,Steel Rolling,2569.31,25,388.9,7910.8,17.8,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1
PB04969,Fatehgarh Sahib,Pharmaceutical,869.17,24,138.5,2296.9,19.4,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
PB04970,Amritsar,Rice Milling,398.07,36,94.5,1904.6,12.1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
PB04971,Amritsar,Beverages,293.42,11,3.6,944.3,28.4,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1
PB04972,Rupnagar,Cement,218.41,31,15.2,1086.1,5.4,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB04973,Mohali (SAS Nagar),Steel Rolling,954.05,18,156.7,3455.3,9.9,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04974,Jalandhar,IT/Software Services,2577.43,60,397.7,8664.7,7.5,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
PB04975,Mohali,IT/Software Services,116.07,3,8.7,53.0,10.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
PB04976,Rupnagar,Chemical,211.55,2,40.3,215.9,20.2,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1
PB04977,Ludhiana,IT/Software Services,341.76,22,55.4,255.9,0.5,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
PB04978,Sangrur,Food Processing,313.86,12,65.6,776.3,11.1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
PB04979,Fatehgarh Sahib,Plastic Products,268.15,15,41.5,557.1,7.6,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB04980,Rupnagar,Textile,404.13,19,84.0,869.7,11.1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04981,Ludhiana,Plastic Products,598.25,2,70.5,1779.7,6.1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1
PB04982,Patiala,Agro-based,279.11,2,40.9,1099.8,12.1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
PB04983,Jalandhar,Beverages,508.96,11,109.0,2776.4,19.3,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
PB04984,Amritsar,Auto Components,412.58,8,54.0,1114.4,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
PB04985,Rupnagar,Textile,489.12,10,86.4,1378.3,2.1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
PB04986,Patiala,Paper & Pulp,350.9,11,10.4,1292.6,23.7,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
PB04987,Bathinda,Chemical,1142.92,10,146.8,3582.4,28.3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
PB04988,Fatehgarh Sahib,Rice Milling,104.75,8,2.0,625.8,26.7,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1
PB04989,Rupnagar,Engineering/Metal Fabrication,152.15,12,38.5,156.7,10.2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
PB04990,Fatehgarh Sahib,Electronics,100.16,27,41.3,50.0,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
PB04991,Fatehgarh Sahib,Engineering/Metal Fabrication,957.37,26,121.0,2475.8,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04992,Sangrur,Paper & Pulp,81.3,5,6.2,50.0,17.0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0
PB04993,Sangrur,Rice Milling,96.99,7,46.5,177.1,23.3,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1
PB04994,Hoshiarpur,Textile Dyeing,252.27,17,39.0,757.7,20.8,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1
PB04995,Hoshiarpur,Electronics,2417.02,5,375.9,7209.4,0.5,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
PB04996,Bathinda,Furniture/Wood,1754.12,21,286.7,4170.7,1.2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04997,Bathinda,Textile,1785.5,24,268.1,6294.9,6.0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB04998,Moga,Electronics,236.86,33,20.1,402.3,4.9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
PB04999,Mohali (SAS Nagar),Paper & Pulp,79.29,31,2.0,50.0,25.8,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
PB05000,Fatehgarh Sahib,Steel Rolling,857.5,21,172.2,2768.9,0.5,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
PB05001,Bathinda,Electronics,3074.83,3,463.9,9318.3,2.5,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0
PB05002,Sangrur,Pharmaceutical,283.84,9,58.3,585.4,24.5,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1
PB05003,Bathinda,Food Processing,15.63,7,12.5,492.2,9.0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1
PB05004,Ludhiana,Electronics,3278.82,64,485.2,9051.2,0.5,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB05005,Amritsar,Agro-based,1232.16,17,180.4,4181.1,0.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB05006,Fatehgarh Sahib,Plastic Products,411.39,6,39.4,1932.8,14.4,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1
PB05007,Rupnagar,Rice Milling,810.74,65,113.7,2059.1,30.8,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
PB05008,Bathinda,Agro-based,248.81,15,37.1,278.3,15.8,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB05009,Bathinda,Pharmaceutical,148.66,65,38.4,1011.2,11.3,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
PB05010,Hoshiarpur,Electronics,466.77,17,105.8,1373.9,8.0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB05011,Patiala,Auto Components,2160.96,9,313.3,6453.9,16.3,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1
PB05012,Amritsar,Chemical,204.02,25,37.3,755.2,33.0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
PB05013,Fatehgarh Sahib,Electronics,1063.24,23,138.9,3850.4,7.8,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB05014,Bathinda,Electronics,186.46,25,45.8,753.4,6.1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
PB05015,Bathinda,IT/Software Services,48.68,19,2.0,581.4,0.5,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
PB05016,Ludhiana,Paper & Pulp,215.93,25,48.9,597.8,9.3,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB05017,Hoshiarpur,Cement,1951.39,16,314.2,6026.3,5.3,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1
PB05018,Ludhiana,Textile Dyeing,399.76,16,30.0,1603.9,9.1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1
PB05019,Patiala,Paper & Pulp,378.56,47,84.7,1714.3,26.9,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
PB05020,Jalandhar,Furniture/Wood,194.63,4,87.4,115.8,8.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
PB05021,Fatehgarh Sahib,Steel Rolling,976.38,37,154.8,2958.0,6.5,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
PB05022,Bathinda,Food Processing,1308.82,35,207.5,4298.1,10.8,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
